issue_number,issue_url,label_name,label_description,label_colour,label_url,fetched_at
320,https://github.com/digital-land/planning-application-data-specification/issues/320,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
320,https://github.com/digital-land/planning-application-data-specification/issues/320,Improvement,,9e2d80,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Improvement,2026-04-01T05:44:27+00:00
318,https://github.com/digital-land/planning-application-data-specification/issues/318,codelist/enum,,21D6D8,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/codelist/enum,2026-04-01T05:44:27+00:00
318,https://github.com/digital-land/planning-application-data-specification/issues/318,document,,591603,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/document,2026-04-01T05:44:27+00:00
318,https://github.com/digital-land/planning-application-data-specification/issues/318,Implementation,,5fc86a,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Implementation,2026-04-01T05:44:27+00:00
318,https://github.com/digital-land/planning-application-data-specification/issues/318,Planning permission board,For all tickets on planning permission board,dc3bf6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Planning%20permission%20board,2026-04-01T05:44:27+00:00
313,https://github.com/digital-land/planning-application-data-specification/issues/313,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
313,https://github.com/digital-land/planning-application-data-specification/issues/313,description of your proposal,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/description%20of%20your%20proposal,2026-04-01T05:44:27+00:00
313,https://github.com/digital-land/planning-application-data-specification/issues/313,Improvement,,9e2d80,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Improvement,2026-04-01T05:44:27+00:00
312,https://github.com/digital-land/planning-application-data-specification/issues/312,component:pre-application advice,Labelling the specific section (or component) this issue relates to,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:pre-application%20advice,2026-04-01T05:44:27+00:00
312,https://github.com/digital-land/planning-application-data-specification/issues/312,component: checklist,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20checklist,2026-04-01T05:44:27+00:00
312,https://github.com/digital-land/planning-application-data-specification/issues/312,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,component:pre-application advice,Labelling the specific section (or component) this issue relates to,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:pre-application%20advice,2026-04-01T05:44:27+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,community help wanted,Extra attention from the community is needed,008672,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/community%20help%20wanted,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,component:applicant name and address,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:applicant%20name%20and%20address,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,component:agent name and address,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:agent%20name%20and%20address,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,component: agent contact details,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20agent%20contact%20details,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,component: applicant contact details,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20applicant%20contact%20details,2026-04-01T05:44:27+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
309,https://github.com/digital-land/planning-application-data-specification/issues/309,component: checklist,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20checklist,2026-04-01T05:44:27+00:00
309,https://github.com/digital-land/planning-application-data-specification/issues/309,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
309,https://github.com/digital-land/planning-application-data-specification/issues/309,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
309,https://github.com/digital-land/planning-application-data-specification/issues/309,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,community help wanted,Extra attention from the community is needed,008672,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/community%20help%20wanted,2026-04-01T05:44:27+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,address,,591603,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/address,2026-04-01T05:44:27+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,Submissions,,e9186f,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Submissions,2026-04-01T05:44:27+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,Implementation,,5fc86a,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Implementation,2026-04-01T05:44:27+00:00
306,https://github.com/digital-land/planning-application-data-specification/issues/306,component:site address details,Re Site locations material,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:site%20address%20details,2026-04-01T05:44:27+00:00
306,https://github.com/digital-land/planning-application-data-specification/issues/306,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
306,https://github.com/digital-land/planning-application-data-specification/issues/306,validation,,D5B529,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/validation,2026-04-01T05:44:27+00:00
303,https://github.com/digital-land/planning-application-data-specification/issues/303,component:biodiversity net gain,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:biodiversity%20net%20gain,2026-04-01T05:44:27+00:00
303,https://github.com/digital-land/planning-application-data-specification/issues/303,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
303,https://github.com/digital-land/planning-application-data-specification/issues/303,component: res units,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20res%20units,2026-04-01T05:44:27+00:00
303,https://github.com/digital-land/planning-application-data-specification/issues/303,validation,,D5B529,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/validation,2026-04-01T05:44:27+00:00
301,https://github.com/digital-land/planning-application-data-specification/issues/301,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
301,https://github.com/digital-land/planning-application-data-specification/issues/301,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
301,https://github.com/digital-land/planning-application-data-specification/issues/301,new-module,,AEDDA7,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/new-module,2026-04-01T05:44:27+00:00
301,https://github.com/digital-land/planning-application-data-specification/issues/301,Improvement,,9e2d80,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Improvement,2026-04-01T05:44:27+00:00
300,https://github.com/digital-land/planning-application-data-specification/issues/300,spec-alignment,,d4c5f9,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/spec-alignment,2026-04-01T05:44:27+00:00
300,https://github.com/digital-land/planning-application-data-specification/issues/300,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
300,https://github.com/digital-land/planning-application-data-specification/issues/300,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
300,https://github.com/digital-land/planning-application-data-specification/issues/300,component: waste and storage,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20waste%20and%20storage,2026-04-01T05:44:27+00:00
298,https://github.com/digital-land/planning-application-data-specification/issues/298,component:non-res floorspace,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:non-res%20floorspace,2026-04-01T05:44:27+00:00
298,https://github.com/digital-land/planning-application-data-specification/issues/298,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
298,https://github.com/digital-land/planning-application-data-specification/issues/298,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
298,https://github.com/digital-land/planning-application-data-specification/issues/298,new-module,,AEDDA7,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/new-module,2026-04-01T05:44:27+00:00
297,https://github.com/digital-land/planning-application-data-specification/issues/297,component:non-res floorspace,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:non-res%20floorspace,2026-04-01T05:44:27+00:00
297,https://github.com/digital-land/planning-application-data-specification/issues/297,spec-alignment,,d4c5f9,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/spec-alignment,2026-04-01T05:44:27+00:00
297,https://github.com/digital-land/planning-application-data-specification/issues/297,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
296,https://github.com/digital-land/planning-application-data-specification/issues/296,codelist/enum,,21D6D8,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/codelist/enum,2026-04-01T05:44:27+00:00
296,https://github.com/digital-land/planning-application-data-specification/issues/296,spec-alignment,,d4c5f9,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/spec-alignment,2026-04-01T05:44:27+00:00
296,https://github.com/digital-land/planning-application-data-specification/issues/296,component: res units,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20res%20units,2026-04-01T05:44:27+00:00
293,https://github.com/digital-land/planning-application-data-specification/issues/293,community help wanted,Extra attention from the community is needed,008672,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/community%20help%20wanted,2026-04-01T05:44:27+00:00
293,https://github.com/digital-land/planning-application-data-specification/issues/293,component:non-res floorspace,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:non-res%20floorspace,2026-04-01T05:44:27+00:00
293,https://github.com/digital-land/planning-application-data-specification/issues/293,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
293,https://github.com/digital-land/planning-application-data-specification/issues/293,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
291,https://github.com/digital-land/planning-application-data-specification/issues/291,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
291,https://github.com/digital-land/planning-application-data-specification/issues/291,component:bio geo conservation,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:bio%20geo%20conservation,2026-04-01T05:44:27+00:00
291,https://github.com/digital-land/planning-application-data-specification/issues/291,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
291,https://github.com/digital-land/planning-application-data-specification/issues/291,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
288,https://github.com/digital-land/planning-application-data-specification/issues/288,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
288,https://github.com/digital-land/planning-application-data-specification/issues/288,component: employment,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20employment,2026-04-01T05:44:27+00:00
287,https://github.com/digital-land/planning-application-data-specification/issues/287,component:materials,Re Materials component,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:materials,2026-04-01T05:44:27+00:00
287,https://github.com/digital-land/planning-application-data-specification/issues/287,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
287,https://github.com/digital-land/planning-application-data-specification/issues/287,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
284,https://github.com/digital-land/planning-application-data-specification/issues/284,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
284,https://github.com/digital-land/planning-application-data-specification/issues/284,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
284,https://github.com/digital-land/planning-application-data-specification/issues/284,component: res units,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20res%20units,2026-04-01T05:44:27+00:00
283,https://github.com/digital-land/planning-application-data-specification/issues/283,component:assessment of flood risk,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:assessment%20of%20flood%20risk,2026-04-01T05:44:27+00:00
283,https://github.com/digital-land/planning-application-data-specification/issues/283,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
283,https://github.com/digital-land/planning-application-data-specification/issues/283,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
282,https://github.com/digital-land/planning-application-data-specification/issues/282,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
282,https://github.com/digital-land/planning-application-data-specification/issues/282,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
282,https://github.com/digital-land/planning-application-data-specification/issues/282,component: foul sewage,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20foul%20sewage,2026-04-01T05:44:27+00:00
281,https://github.com/digital-land/planning-application-data-specification/issues/281,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
281,https://github.com/digital-land/planning-application-data-specification/issues/281,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
281,https://github.com/digital-land/planning-application-data-specification/issues/281,component: waste and storage,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20waste%20and%20storage,2026-04-01T05:44:27+00:00
281,https://github.com/digital-land/planning-application-data-specification/issues/281,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
278,https://github.com/digital-land/planning-application-data-specification/issues/278,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
278,https://github.com/digital-land/planning-application-data-specification/issues/278,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
278,https://github.com/digital-land/planning-application-data-specification/issues/278,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
278,https://github.com/digital-land/planning-application-data-specification/issues/278,component: trade effluent,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20trade%20effluent,2026-04-01T05:44:27+00:00
276,https://github.com/digital-land/planning-application-data-specification/issues/276,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
276,https://github.com/digital-land/planning-application-data-specification/issues/276,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
276,https://github.com/digital-land/planning-application-data-specification/issues/276,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
276,https://github.com/digital-land/planning-application-data-specification/issues/276,component: site area,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20site%20area,2026-04-01T05:44:27+00:00
275,https://github.com/digital-land/planning-application-data-specification/issues/275,component,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component,2026-04-01T05:44:27+00:00
275,https://github.com/digital-land/planning-application-data-specification/issues/275,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
275,https://github.com/digital-land/planning-application-data-specification/issues/275,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
275,https://github.com/digital-land/planning-application-data-specification/issues/275,Rationalisation,,2FD472,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Rationalisation,2026-04-01T05:44:27+00:00
269,https://github.com/digital-land/planning-application-data-specification/issues/269,application-type,Questions and issues about application types,0075ca,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/application-type,2026-04-01T05:44:27+00:00
267,https://github.com/digital-land/planning-application-data-specification/issues/267,component: checklist,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20checklist,2026-04-01T05:44:27+00:00
267,https://github.com/digital-land/planning-application-data-specification/issues/267,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
267,https://github.com/digital-land/planning-application-data-specification/issues/267,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
265,https://github.com/digital-land/planning-application-data-specification/issues/265,component:location of advertisement(s),,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:location%20of%20advertisement(s),2026-04-01T05:44:27+00:00
265,https://github.com/digital-land/planning-application-data-specification/issues/265,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
265,https://github.com/digital-land/planning-application-data-specification/issues/265,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
265,https://github.com/digital-land/planning-application-data-specification/issues/265,component: details proposed adverts,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20details%20proposed%20adverts,2026-04-01T05:44:27+00:00
262,https://github.com/digital-land/planning-application-data-specification/issues/262,to-check,,232198,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/to-check,2026-04-01T05:44:27+00:00
261,https://github.com/digital-land/planning-application-data-specification/issues/261,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
261,https://github.com/digital-land/planning-application-data-specification/issues/261,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
261,https://github.com/digital-land/planning-application-data-specification/issues/261,new-module,,AEDDA7,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/new-module,2026-04-01T05:44:27+00:00
260,https://github.com/digital-land/planning-application-data-specification/issues/260,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
260,https://github.com/digital-land/planning-application-data-specification/issues/260,component:biodiversity net gain,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:biodiversity%20net%20gain,2026-04-01T05:44:27+00:00
260,https://github.com/digital-land/planning-application-data-specification/issues/260,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
260,https://github.com/digital-land/planning-application-data-specification/issues/260,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
259,https://github.com/digital-land/planning-application-data-specification/issues/259,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
259,https://github.com/digital-land/planning-application-data-specification/issues/259,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
258,https://github.com/digital-land/planning-application-data-specification/issues/258,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
258,https://github.com/digital-land/planning-application-data-specification/issues/258,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
256,https://github.com/digital-land/planning-application-data-specification/issues/256,application-type,Questions and issues about application types,0075ca,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/application-type,2026-04-01T05:44:27+00:00
256,https://github.com/digital-land/planning-application-data-specification/issues/256,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
248,https://github.com/digital-land/planning-application-data-specification/issues/248,bug,Something isn't working,d73a4a,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/bug,2026-04-01T05:44:27+00:00
238,https://github.com/digital-land/planning-application-data-specification/issues/238,component:non-res floorspace,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:non-res%20floorspace,2026-04-01T05:44:27+00:00
238,https://github.com/digital-land/planning-application-data-specification/issues/238,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
238,https://github.com/digital-land/planning-application-data-specification/issues/238,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
236,https://github.com/digital-land/planning-application-data-specification/issues/236,application-type,Questions and issues about application types,0075ca,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/application-type,2026-04-01T05:44:27+00:00
236,https://github.com/digital-land/planning-application-data-specification/issues/236,community help wanted,Extra attention from the community is needed,008672,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/community%20help%20wanted,2026-04-01T05:44:27+00:00
236,https://github.com/digital-land/planning-application-data-specification/issues/236,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
235,https://github.com/digital-land/planning-application-data-specification/issues/235,spec-alignment,,d4c5f9,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/spec-alignment,2026-04-01T05:44:27+00:00
235,https://github.com/digital-land/planning-application-data-specification/issues/235,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
235,https://github.com/digital-land/planning-application-data-specification/issues/235,new-module,,AEDDA7,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/new-module,2026-04-01T05:44:27+00:00
232,https://github.com/digital-land/planning-application-data-specification/issues/232,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
232,https://github.com/digital-land/planning-application-data-specification/issues/232,Improvement,,9e2d80,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Improvement,2026-04-01T05:44:27+00:00
231,https://github.com/digital-land/planning-application-data-specification/issues/231,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
231,https://github.com/digital-land/planning-application-data-specification/issues/231,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
231,https://github.com/digital-land/planning-application-data-specification/issues/231,enhancement,Improving what we already have,a2eeef,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/enhancement,2026-04-01T05:44:27+00:00
231,https://github.com/digital-land/planning-application-data-specification/issues/231,Submissions,,e9186f,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Submissions,2026-04-01T05:44:27+00:00
231,https://github.com/digital-land/planning-application-data-specification/issues/231,Integration,,b6aa55,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Integration,2026-04-01T05:44:27+00:00
230,https://github.com/digital-land/planning-application-data-specification/issues/230,spec-alignment,,d4c5f9,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/spec-alignment,2026-04-01T05:44:27+00:00
228,https://github.com/digital-land/planning-application-data-specification/issues/228,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
228,https://github.com/digital-land/planning-application-data-specification/issues/228,model,,1A61A6,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/model,2026-04-01T05:44:27+00:00
227,https://github.com/digital-land/planning-application-data-specification/issues/227,Submissions,,e9186f,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Submissions,2026-04-01T05:44:27+00:00
227,https://github.com/digital-land/planning-application-data-specification/issues/227,Implementation,,5fc86a,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Implementation,2026-04-01T05:44:27+00:00
225,https://github.com/digital-land/planning-application-data-specification/issues/225,component:location of advertisement(s),,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:location%20of%20advertisement(s),2026-04-01T05:44:27+00:00
